book,window,k,block_length,ruin_frac,initial,n_paths,max_horizon,seed,n_trades,window_months,median_months_double,p_double,p_ruin,p_unresolved,n_double,n_ruin,n_unresolved,max_trades,median_trades_double,median_final_double,median_final_ruin
fx,IS,12,50,0.1,500000,10000,3,20260911,1591,60.0,8.221244500314267,0.9913,0.0085,0.0002,9913,85,2,4773,218.0,1034442.7098596569,49042.997820527875
fx,IS,16,50,0.1,500000,10000,3,20260911,1591,60.0,6.222501571338781,0.9636,0.0364,0.0,9636,364,0,4773,165.0,1044534.005693101,48563.32638417704
fx,IS,24,50,0.1,500000,10000,3,20260911,1591,60.0,3.6957888120678817,0.8733,0.1267,0.0,8733,1267,0,4773,98.0,1067805.0139076754,47660.37563190099
fx,IS,32,50,0.1,500000,10000,3,20260911,1591,60.0,2.262727844123193,0.7917,0.2083,0.0,7917,2083,0,4773,60.0,1074210.2438431173,46791.903740157984
fx,IS,0.5,50,0.2,500000,10000,3,20260911,1591,60.0,156.4299182903834,0.3983,0.0,0.6017,3983,0,6017,4773,4148.0,1001657.9730209716,
fx,IS,1,50,0.2,500000,10000,3,20260911,1591,60.0,94.73287240729101,0.9764,0.0,0.0236,9764,0,236,4773,2512.0,1003462.3407833218,
fx,IS,2,50,0.2,500000,10000,3,20260911,1591,60.0,47.59270898805782,0.999,0.0,0.001,9990,0,10,4773,1262.0,1006882.5187925422,
fx,IS,3,50,0.2,500000,10000,3,20260911,1591,60.0,31.54619736015085,0.9998,0.0,0.0002,9998,0,2,4773,836.5,1009718.2627104509,
fx,IS,4,50,0.2,500000,10000,3,20260911,1591,60.0,23.79635449402891,0.9999,0.0,0.0001,9999,0,1,4773,631.0,1012725.142258446,
fx,IS,6,50,0.2,500000,10000,3,20260911,1591,60.0,15.95223130106851,0.9997,0.0002,0.0001,9997,2,1,4773,423.0,1018989.8361531708,98907.45787761096
fx,IS,8,50,0.2,500000,10000,3,20260911,1591,60.0,11.80389692017599,0.9959,0.004,0.0001,9959,40,1,4773,313.0,1024473.803162352,98391.93240387592
fx,IS,12,50,0.2,500000,10000,3,20260911,1591,60.0,7.957259585166562,0.9671,0.0329,0.0,9671,329,0,4773,211.0,1034525.0331584654,98133.50987755464
fx,IS,16,50,0.2,500000,10000,3,20260911,1591,60.0,5.732243871778755,0.9142,0.0858,0.0,9142,858,0,4773,152.0,1044558.9845889094,97416.81085111757
fx,IS,24,50,0.2,500000,10000,3,20260911,1591,60.0,3.3186675047140164,0.7999,0.2001,0.0,7999,2001,0,4773,88.0,1067805.0139076754,95903.20542972059
fx,IS,32,50,0.2,500000,10000,3,20260911,1591,60.0,1.923318667504714,0.7223,0.2777,0.0,7223,2777,0,4773,51.0,1074647.8696631365,93244.6123794849
fx,IS,0.5,50,0.3,500000,10000,3,20260911,1591,60.0,156.4299182903834,0.3983,0.0,0.6017,3983,0,6017,4773,4148.0,1001657.9730209716,
fx,IS,1,50,0.3,500000,10000,3,20260911,1591,60.0,94.73287240729101,0.9764,0.0,0.0236,9764,0,236,4773,2512.0,1003462.3407833218,
fx,IS,2,50,0.3,500000,10000,3,20260911,1591,60.0,47.59270898805782,0.999,0.0,0.001,9990,0,10,4773,1262.0,1006882.5187925422,
fx,IS,3,50,0.3,500000,10000,3,20260911,1591,60.0,31.54619736015085,0.9998,0.0,0.0002,9998,0,2,4773,836.5,1009718.2627104509,
fx,IS,4,50,0.3,500000,10000,3,20260911,1591,60.0,23.79635449402891,0.9999,0.0,0.0001,9999,0,1,4773,631.0,1012725.142258446,
fx,IS,6,50,0.3,500000,10000,3,20260911,1591,60.0,15.914519170333124,0.9968,0.0032,0.0,9968,32,0,4773,422.0,1018999.4431497396,149055.93120004667
fx,IS,8,50,0.3,500000,10000,3,20260911,1591,60.0,11.615336266499057,0.9839,0.016,0.0001,9839,160,1,4773,308.0,1024473.0126059314,148423.19677666936
fx,IS,12,50,0.3,500000,10000,3,20260911,1591,60.0,7.54242614707731,0.9269,0.0731,0.0,9269,731,0,4773,200.0,1034432.2228826277,147417.02639567567
fx,IS,16,50,0.3,500000,10000,3,20260911,1591,60.0,5.279698302954117,0.855,0.145,0.0,8550,1450,0,4773,140.0,1044677.4929752043,145904.55272892988
fx,IS,24,50,0.3,500000,10000,3,20260911,1591,60.0,2.9415461973601507,0.7322,0.2678,0.0,7322,2678,0,4773,78.0,1069074.133989141,143645.96572700603
fx,IS,32,50,0.3,500000,10000,3,20260911,1591,60.0,1.6970458830923947,0.649,0.351,0.0,6490,3510,0,4773,45.0,1072796.1304957373,140427.1972899746
