book,window,k,block_length,ruin_frac,initial,n_paths,max_horizon,seed,n_trades,window_months,median_months_double,p_double,p_ruin,p_unresolved,n_double,n_ruin,n_unresolved,max_trades,median_trades_double,median_final_double,median_final_ruin
gold,FULL,24,50,0.2,500000,10000,3,20260911,932,115.0,6.292918454935623,0.9334,0.0666,0.0,9334,666,0,2796,51.0,1084137.579774742,89685.52296316926
gold,FULL,32,50,0.2,500000,10000,3,20260911,932,115.0,4.195278969957082,0.9095,0.0905,0.0,9095,905,0,2796,34.0,1097873.0831111511,58217.51379828673
gold,FULL,0.5,50,0.3,500000,10000,3,20260911,932,115.0,125.67328326180258,1.0,0.0,0.0,10000,0,0,2796,1018.5,1003396.8597065529,
gold,FULL,1,50,0.3,500000,10000,3,20260911,932,115.0,70.33261802575107,1.0,0.0,0.0,10000,0,0,2796,570.0,1006834.6099276936,
gold,FULL,2,50,0.3,500000,10000,3,20260911,932,115.0,40.101931330472105,1.0,0.0,0.0,10000,0,0,2796,325.0,1012584.3746567066,
gold,FULL,3,50,0.3,500000,10000,3,20260911,932,115.0,28.256437768240342,1.0,0.0,0.0,10000,0,0,2796,229.0,1016002.4801232375,
gold,FULL,4,50,0.3,500000,10000,3,20260911,932,115.0,21.840128755364805,1.0,0.0,0.0,10000,0,0,2796,177.0,1018869.7230751046,
gold,FULL,6,50,0.3,500000,10000,3,20260911,932,115.0,15.300429184549357,1.0,0.0,0.0,10000,0,0,2796,124.0,1024923.1274821053,
gold,FULL,8,50,0.3,500000,10000,3,20260911,932,115.0,11.84549356223176,1.0,0.0,0.0,10000,0,0,2796,96.0,1032222.1460352463,
gold,FULL,12,50,0.3,500000,10000,3,20260911,932,115.0,8.63733905579399,0.9995,0.0005,0.0,9995,5,0,2796,70.0,1044747.2732746148,144216.03311627914
gold,FULL,16,50,0.3,500000,10000,3,20260911,932,115.0,7.526824034334764,0.9931,0.0069,0.0,9931,69,0,2796,61.0,1066112.2979392374,144667.80644752173
gold,FULL,24,50,0.3,500000,10000,3,20260911,932,115.0,5.552575107296137,0.9034,0.0966,0.0,9034,966,0,2796,45.0,1083918.8674046148,111697.95224857773
gold,FULL,32,50,0.3,500000,10000,3,20260911,932,115.0,3.948497854077253,0.8848,0.1152,0.0,8848,1152,0,2796,32.0,1098457.3895072043,127088.34478309483
